date,close,adj close,dividends,stock splits
2008-01-02,103.06999969482422,103.06999969482422,0.0,0.0
2008-01-03,103.83999633789062,103.83999633789062,0.0,0.0
2008-01-04,104.02999877929688,104.02999877929688,0.0,0.0
2008-01-07,104.05999755859375,104.05999755859375,0.0,0.0
2008-01-08,104.12000274658203,104.12000274658203,0.0,0.0
2008-01-09,104.08000183105469,104.08000183105469,0.0,0.0
2008-01-10,104.54000091552734,104.54000091552734,0.0,0.0
2008-01-11,104.43000030517578,104.43000030517578,0.0,0.0
2008-01-14,104.77999877929688,104.77999877929688,0.0,0.0
2008-01-15,104.83000183105469,104.83000183105469,0.0,0.0
2008-01-16,105.3499984741211,105.3499984741211,0.0,0.0
2008-01-17,105.2300033569336,105.2300033569336,0.0,0.0
2008-01-18,105.56999969482422,105.56999969482422,0.0,0.0
2008-01-21,105.80999755859375,105.80999755859375,0.0,0.0
2008-01-22,106.30000305175781,106.30000305175781,0.0,0.0
2008-01-23,105.94999694824219,105.94999694824219,0.0,0.0
2008-01-24,105.5999984741211,105.5999984741211,0.0,0.0
2008-01-25,105.19999694824219,105.19999694824219,0.0,0.0
2008-01-28,105.12000274658203,105.12000274658203,0.0,0.0
2008-01-29,105.44000244140625,105.44000244140625,0.0,0.0
2008-01-30,105.51000213623047,105.51000213623047,0.0,0.0
2008-01-31,105.66000366210938,105.66000366210938,0.0,0.0
2008-02-01,105.9800033569336,105.9800033569336,0.0,0.0
2008-02-04,105.94999694824219,105.94999694824219,0.0,0.0
2008-02-05,106.30000305175781,106.30000305175781,0.0,0.0
2008-02-06,106.6500015258789,106.6500015258789,0.0,0.0
2008-02-07,106.73999786376953,106.73999786376953,0.0,0.0
2008-02-08,106.8499984741211,106.8499984741211,0.0,0.0
2008-02-11,107.05000305175781,107.05000305175781,0.0,0.0
2008-02-12,106.94999694824219,106.94999694824219,0.0,0.0
2008-02-13,106.75,106.75,0.0,0.0
2008-02-14,106.5,106.5,0.0,0.0
2008-02-15,106.20999908447266,106.20999908447266,0.0,0.0
2008-02-18,106.44999694824219,106.44999694824219,0.0,0.0
2008-02-19,106.37000274658203,106.37000274658203,0.0,0.0
2008-02-20,106.30000305175781,106.30000305175781,0.0,0.0
2008-02-21,106.0,106.0,0.0,0.0
2008-02-22,106.08000183105469,106.08000183105469,0.0,0.0
2008-02-25,105.93000030517578,105.93000030517578,0.0,0.0
2008-02-26,105.61000061035156,105.61000061035156,0.0,0.0
2008-02-27,105.91000366210938,105.91000366210938,0.0,0.0
2008-02-28,105.83999633789062,105.83999633789062,0.0,0.0
2008-02-29,106.5,106.5,0.0,0.0
2008-03-03,107.81999969482422,107.81999969482422,0.0,0.0
2008-03-04,107.0199966430664,107.0199966430664,0.0,0.0
2008-03-05,107.01000213623047,107.01000213623047,0.0,0.0
2008-03-06,106.87000274658203,106.87000274658203,0.0,0.0
2008-03-07,107.0199966430664,107.0199966430664,0.0,0.0
2008-03-10,107.11000061035156,107.11000061035156,0.0,0.0
2008-03-11,107.18000030517578,107.18000030517578,0.0,0.0
2008-03-12,106.83999633789062,106.83999633789062,0.0,0.0
2008-03-13,107.25,107.25,0.0,0.0
2008-03-14,106.86000061035156,106.86000061035156,0.0,0.0
2008-03-17,107.75,107.75,0.0,0.0
2008-03-18,107.29000091552734,107.29000091552734,0.0,0.0
2008-03-19,106.83000183105469,106.83000183105469,0.0,0.0
2008-03-20,106.93000030517578,106.93000030517578,0.0,0.0
2008-03-25,106.5,106.5,0.0,0.0
2008-03-26,105.81999969482422,105.81999969482422,0.0,0.0
2008-03-27,105.94999694824219,105.94999694824219,0.0,0.0
2008-03-28,105.7699966430664,105.7699966430664,0.0,0.0
2008-03-31,105.91000366210938,105.91000366210938,0.0,0.0
2008-04-01,105.88999938964844,105.88999938964844,0.0,0.0
2008-04-02,105.70999908447266,105.70999908447266,0.0,0.0
2008-04-03,105.66999816894531,105.66999816894531,0.0,0.0
2008-04-04,105.75,105.75,0.0,0.0
2008-04-07,105.66999816894531,105.66999816894531,0.0,0.0
2008-04-08,105.69999694824219,105.69999694824219,0.0,0.0
2008-04-09,105.66000366210938,105.66000366210938,0.0,0.0
2008-04-10,106.04000091552734,106.04000091552734,0.0,0.0
2008-04-11,105.79000091552734,105.79000091552734,0.0,0.0
2008-04-14,106.26000213623047,106.26000213623047,0.0,0.0
2008-04-15,106.08999633789062,106.08999633789062,0.0,0.0
2008-04-16,105.62999725341797,105.62999725341797,0.0,0.0
2008-04-17,105.05000305175781,105.05000305175781,0.0,0.0
2008-04-18,105.08000183105469,105.08000183105469,0.0,0.0
2008-04-21,104.69999694824219,104.69999694824219,0.0,0.0
2008-04-22,104.62999725341797,104.62999725341797,0.0,0.0
2008-04-23,104.62999725341797,104.62999725341797,0.0,0.0
2008-04-24,104.0,104.0,0.0,0.0
2008-04-25,104.55999755859375,104.55999755859375,0.0,0.0
