date,close,adj close,dividends,stock splits,currency
2014-11-28,93.44000244140625,93.44000244140625,0.0,0.0,EUR
2014-12-01,94.55000305175781,94.55000305175781,0.0,0.0,EUR
2014-12-02,95.0999984741211,95.0999984741211,0.0,0.0,EUR
2014-12-03,97.01000213623047,97.01000213623047,0.0,0.0,EUR
2014-12-04,95.7300033569336,95.7300033569336,0.0,0.0,EUR
2014-12-05,95.56999969482422,95.56999969482422,0.0,0.0,EUR
2014-12-08,95.55000305175781,95.55000305175781,0.0,0.0,EUR
2014-12-09,97.6500015258789,97.6500015258789,0.0,0.0,EUR
2014-12-10,97.33999633789062,97.33999633789062,0.0,0.0,EUR
2014-12-11,97.2300033569336,97.2300033569336,0.0,0.0,EUR
2014-12-12,96.61000061035156,96.61000061035156,0.0,0.0,EUR
2014-12-15,96.20999908447266,96.20999908447266,0.0,0.0,EUR
2014-12-16,93.86000061035156,93.86000061035156,0.0,0.0,EUR
2014-12-17,94.86000061035156,94.86000061035156,0.0,0.0,EUR
2014-12-18,95.69000244140625,95.69000244140625,0.0,0.0,EUR
2014-12-19,96.27999877929688,96.27999877929688,0.0,0.0,EUR
2014-12-22,95.19000244140625,95.19000244140625,0.0,0.0,EUR
2014-12-23,95.22000122070312,95.22000122070312,0.0,0.0,EUR
2014-12-29,95.3499984741211,95.3499984741211,0.0,0.0,EUR
2014-12-30,98.19999694824219,98.19999694824219,0.0,0.0,EUR
2015-01-02,97.33000183105469,97.33000183105469,0.0,0.0,EUR
2015-01-05,98.70999908447266,98.70999908447266,0.0,0.0,EUR
2015-01-06,99.73999786376953,99.73999786376953,0.0,0.0,EUR
2015-01-07,101.20999908447266,101.20999908447266,0.0,0.0,EUR
2015-01-08,101.22000122070312,101.22000122070312,0.0,0.0,EUR
2015-01-09,101.30000305175781,101.30000305175781,0.0,0.0,EUR
2015-01-12,102.06999969482422,102.06999969482422,0.0,0.0,EUR
2015-01-13,103.38999938964844,103.38999938964844,0.0,0.0,EUR
2015-01-14,103.26000213623047,103.26000213623047,0.0,0.0,EUR
2015-01-15,107.16999816894531,107.16999816894531,0.0,0.0,EUR
2015-01-16,109.23999786376953,109.23999786376953,0.0,0.0,EUR
2015-01-19,107.9000015258789,107.9000015258789,0.0,0.0,EUR
2015-01-20,109.9800033569336,109.9800033569336,0.0,0.0,EUR
2015-01-21,109.44999694824219,109.44999694824219,0.0,0.0,EUR
2015-01-22,112.51000213623047,112.51000213623047,0.0,0.0,EUR
2015-01-23,112.66999816894531,112.66999816894531,0.0,0.0,EUR
2015-01-26,111.56999969482422,111.56999969482422,0.0,0.0,EUR
2015-01-27,111.80999755859375,111.80999755859375,0.0,0.0,EUR
2015-01-28,111.68000030517578,111.68000030517578,0.0,0.0,EUR
2015-01-29,109.66999816894531,109.66999816894531,0.0,0.0,EUR
2015-01-30,110.81999969482422,110.81999969482422,0.0,0.0,EUR
2015-02-02,110.41999816894531,110.41999816894531,0.0,0.0,EUR
2015-02-03,108.0199966430664,108.0199966430664,0.0,0.0,EUR
2015-02-04,108.73999786376953,108.73999786376953,0.0,0.0,EUR
2015-02-05,108.31999969482422,108.31999969482422,0.0,0.0,EUR
2015-02-06,107.0199966430664,107.0199966430664,0.0,0.0,EUR
2015-02-09,107.66999816894531,107.66999816894531,0.0,0.0,EUR
2015-02-10,107.55000305175781,107.55000305175781,0.0,0.0,EUR
2015-02-11,106.41000366210938,106.41000366210938,0.0,0.0,EUR
2015-02-12,105.80999755859375,105.80999755859375,0.0,0.0,EUR
2015-02-13,106.19999694824219,106.19999694824219,0.0,0.0,EUR
2015-02-16,106.29000091552734,106.29000091552734,0.0,0.0,EUR
2015-02-17,104.0999984741211,104.0999984741211,0.0,0.0,EUR
2015-02-18,103.91000366210938,103.91000366210938,0.0,0.0,EUR
2015-02-19,104.37000274658203,104.37000274658203,0.0,0.0,EUR
2015-02-20,104.45999908447266,104.45999908447266,0.0,0.0,EUR
2015-02-23,104.0999984741211,104.0999984741211,0.0,0.0,EUR
2015-02-24,103.97000122070312,103.97000122070312,0.0,0.0,EUR
2015-02-25,104.37000274658203,104.37000274658203,0.0,0.0,EUR
2015-02-26,106.02999877929688,106.02999877929688,0.0,0.0,EUR
2015-02-27,106.72000122070312,106.72000122070312,0.0,0.0,EUR
2015-03-02,106.25,106.25,0.0,0.0,EUR
2015-03-03,105.76000213623047,105.76000213623047,0.0,0.0,EUR
2015-03-04,106.83000183105469,106.83000183105469,0.0,0.0,EUR
2015-03-05,107.48999786376953,107.48999786376953,0.0,0.0,EUR
2015-03-06,106.4000015258789,106.4000015258789,0.0,0.0,EUR
2015-03-09,105.91000366210938,105.91000366210938,0.0,0.0,EUR
2015-03-10,106.66000366210938,106.66000366210938,0.0,0.0,EUR
2015-03-11,106.98999786376953,106.98999786376953,0.0,0.0,EUR
2015-03-12,106.56999969482422,106.56999969482422,0.0,0.0,EUR
2015-03-13,107.76000213623047,107.76000213623047,0.0,0.0,EUR
2015-03-16,107.12999725341797,107.12999725341797,0.0,0.0,EUR
2015-03-17,106.61000061035156,106.61000061035156,0.0,0.0,EUR
2015-03-18,106.54000091552734,106.54000091552734,0.0,0.0,EUR
2015-03-19,108.30000305175781,108.30000305175781,0.0,0.0,EUR
2015-03-20,107.94999694824219,107.94999694824219,0.0,0.0,EUR
2015-03-23,106.83000183105469,106.83000183105469,0.0,0.0,EUR
