date,close,adj close,dividends,stock splits,currency
2019-09-04,25.84709812029439,17.032611942970902,0.0,0.0,EUR
2019-09-05,25.21166778263887,16.613876599890546,0.0,0.0,EUR
2019-09-06,25.3264005978383,16.68948538862537,0.0,0.0,EUR
2019-09-09,24.921466445500755,16.422643010480897,0.0,0.0,EUR
2019-09-10,24.503138418100434,16.146976119096053,0.0,0.0,EUR
2019-09-11,24.601972062708683,16.212104538702988,0.0,0.0,EUR
2019-09-12,24.49548569134481,16.141931955394398,0.0,0.0,EUR
2019-09-13,23.92415955808565,15.765439856693774,0.0,0.0,EUR
2019-09-16,24.207367213673592,15.952069244115137,0.0,0.0,EUR
2019-09-17,24.403177887211996,16.081102414527095,0.0,0.0,EUR
2019-09-18,24.39075480008171,16.07291469247116,0.0,0.0,EUR
2019-09-19,24.50360113469219,16.147279904897005,0.0,0.0,EUR
2019-09-20,24.72461586075383,16.29292535818513,0.0,0.0,EUR
2019-09-23,24.867863322681387,16.38731633702264,0.0,0.0,EUR
2019-09-24,25.104326503364405,16.543142764461663,0.0,0.0,EUR
2019-09-25,24.939057906525136,16.4342370712684,0.0,0.0,EUR
2019-09-26,25.232579863280307,16.627658419840373,0.0,0.0,EUR
2019-09-27,25.2299010180119,16.654217546347695,0.043029440581798556,0.0,EUR
2019-09-30,25.313645958738334,16.70949628679159,0.0,0.0,EUR
2019-10-01,25.40263290240432,16.768237015790532,0.0,0.0,EUR
2019-10-02,25.357256533187865,16.73828138579711,0.0,0.0,EUR
2019-10-03,25.438468919402112,16.791891652051504,0.0,0.0,EUR
2019-10-04,25.506173057527803,16.836582133353772,0.0,0.0,EUR
2019-10-07,25.362722786356926,16.741891596146843,0.0,0.0,EUR
2019-10-08,25.38613624393406,16.75734641108761,0.0,0.0,EUR
2019-10-09,25.35650893555794,16.737789557857923,0.0,0.0,EUR
2019-10-10,25.05596276288452,16.539400057747116,0.0,0.0,EUR
2019-10-11,24.855977904987412,16.40739116753457,0.0,0.0,EUR
2019-10-14,24.92746264548191,16.454578544814467,0.0,0.0,EUR
2019-10-15,24.817286375295453,16.381851913707123,0.0,0.0,EUR
2019-10-16,24.75820258141175,16.342847979922226,0.0,0.0,EUR
2019-10-17,24.570802510376666,16.219146794481503,0.0,0.0,EUR
2019-10-18,24.3772374689579,16.0913732262743,0.0,0.0,EUR
2019-10-21,24.24761863506319,16.005814422426738,0.0,0.0,EUR
2019-10-22,24.321735622185656,16.054735598631282,0.0,0.0,EUR
2019-10-23,24.404972873384395,16.109681841719066,0.0,0.0,EUR
2019-10-24,24.47184273564335,16.153820902904727,0.0,0.0,EUR
2019-10-25,24.5155885693066,16.182700340763745,0.0,0.0,EUR
2019-10-28,24.43554490849465,16.129862869530484,0.0,0.0,EUR
2019-10-29,24.402771141594712,16.10822896008449,0.0,0.0,EUR
2019-10-30,24.490733922435084,16.166295358526668,0.0,0.0,EUR
2019-10-31,24.55244448520375,16.207026937767978,0.0,0.0,EUR
2019-11-01,24.50008644568834,16.172465929274836,0.0,0.0,EUR
2019-11-04,24.452446525401683,16.141018942960272,0.0,0.0,EUR
2019-11-05,24.464113862870704,16.148719682679257,0.0,0.0,EUR
2019-11-06,24.665445404105185,16.2816176032145,0.0,0.0,EUR
2019-11-07,24.504091124839192,16.17511351529322,0.0,0.0,EUR
2019-11-08,24.60140366092037,16.239344973151788,0.0,0.0,EUR
2019-11-11,24.586203629156103,16.229316468208594,0.0,0.0,EUR
2019-11-12,24.63876307125588,16.264010171837526,0.0,0.0,EUR
2019-11-13,24.727655745297056,16.322683801054495,0.0,0.0,EUR
2019-11-14,24.76116020759582,16.34480171965879,0.0,0.0,EUR
