date,close,adj close,dividends,stock splits,currency
2019-05-01,22.770339614710338,14.911606989025472,0.0,0.0,EUR
2019-06-01,22.522268316942018,14.766584919061643,0.026336699724197388,0.0,EUR
2019-07-01,23.4953039089894,15.40455096995288,0.0,0.0,EUR
2019-08-01,25.588441595338054,16.776903791105724,0.0,0.0,EUR
2019-09-01,25.313645958738334,16.625008109191413,0.04295095044374466,0.0,EUR
2019-10-01,24.55244448520375,16.12508670722923,0.0,0.0,EUR
2019-11-01,25.032668379595407,16.440472955062432,0.0,0.0,EUR
2019-12-01,22.60786264594458,16.177035114404248,2.0442235261201858,0.0,EUR
2020-01-01,23.193130168881225,16.59582455525765,0.0,0.0,EUR
2020-02-01,22.700807677702187,16.24354251002569,0.0,0.0,EUR
2020-03-01,22.979988725521252,16.45437598774879,0.015411859512329103,0.0,EUR
2020-04-01,23.820359086183544,17.056106163634468,0.0,0.0,EUR
2020-05-01,22.60125992637404,16.183195084273393,0.0,0.0,EUR
2020-06-01,21.907670565576154,15.686561141719608,0.0,0.0,EUR
2020-07-01,21.493811048420525,15.390225478720822,0.0,0.0,EUR
2020-08-01,21.27411223775721,15.23291642606614,0.0,0.0,EUR
2020-09-01,20.944382527502512,14.996820264777398,0.0,0.0,EUR
2020-10-01,21.059732379186244,15.079414486186579,0.0,0.0,EUR
2020-11-01,20.690876680329893,14.815299227771902,0.0,0.0,EUR
2020-12-01,20.78066256018792,14.998824486960075,0.1642290267944336,0.0,EUR
2021-01-01,21.03138548672632,15.179788316372651,0.0,0.0,EUR
2021-02-01,22.084536856833097,15.939921856904107,0.0,0.0,EUR
2021-03-01,23.40747716311057,16.894774420605927,0.0,0.0,EUR
2021-04-01,23.136626741088094,16.699285182831773,0.0,0.0,EUR
2021-05-01,23.68239439182048,17.093203409491252,0.0,0.0,EUR
2021-06-01,23.939818824004078,17.27900365421965,0.0,0.0,EUR
2021-07-01,24.18645068353419,17.45701211530195,0.0,0.0,EUR
2021-08-01,23.688416576974305,17.097551514978022,0.0,0.0,EUR
2021-09-01,24.054437743973835,17.361732057335416,0.0,0.0,EUR
2021-10-01,25.144096272078514,18.14821460368762,0.0,0.0,EUR
2021-11-01,25.129637093101906,18.13777710987813,0.0,0.0,EUR
2021-12-01,22.778752199696555,18.16203850142051,2.3637910434007643,0.0,EUR
2022-01-01,23.223752240020758,18.516847098627522,0.0,0.0,EUR
2022-02-01,23.884151300800227,19.043398817559932,0.0,0.0,EUR
2022-03-01,25.616755703719264,20.42484596973145,0.0,0.0,EUR
2022-04-01,29.982084397712697,23.905422969064603,0.0,0.0,EUR
2022-05-01,29.061941707332608,23.171773275906162,0.0,0.0,EUR
2022-06-01,31.014901429748534,24.728911446253505,0.0,0.0,EUR
2022-07-01,30.546472139671323,24.355422210962615,0.0,0.0,EUR
2022-08-01,32.00977522871494,25.522149657216346,0.0,0.0,EUR
2022-09-01,34.52851633074806,27.530403961851334,0.0,0.0,EUR
2022-10-01,34.4249028691479,27.447789047829474,0.0,0.0,EUR
2022-11-01,30.258126390021516,24.125517348517405,0.0,0.0,EUR
2022-12-01,27.133431510609626,23.313700339770094,2.094428695499897,0.0,EUR
2023-01-01,25.961471624353408,22.306724616821157,0.0,0.0,EUR
2023-02-01,26.745310602844256,22.980216983967694,0.0,0.0,EUR
2023-03-01,24.1181510485344,20.72289849945082,0.0,0.0,EUR
2023-04-01,23.866815048965464,20.506944285516283,0.0,0.0,EUR
2023-05-01,24.885705912654885,21.382399999486097,0.0,0.0,EUR
2023-06-01,25.423191526208484,21.844218028368232,0.0,0.0,EUR
2023-07-01,24.972188550214582,21.456709568240626,0.0,0.0,EUR
2023-08-01,25.264013985334373,21.707450690618884,0.0,0.0,EUR
2023-09-01,27.29605048031806,23.453425483096225,0.0,0.0,EUR
2023-10-01,27.121908082368464,23.303796900868292,0.0,0.0,EUR
2023-11-01,24.868559745377752,21.367666278385514,0.0,0.0,EUR
2023-12-01,23.299920403556825,20.601826388565314,0.6783750057220459,0.0,EUR
2024-01-01,24.33738501766129,21.519156585013206,0.0,0.0,EUR
2024-02-01,25.233383438271517,22.311398596857998,0.0,0.0,EUR
2024-03-01,26.551945012813576,23.607459193455952,0.14535060399770736,0.0,EUR
2024-04-01,27.93097604263039,24.833560996226197,0.0,0.0,EUR
2024-05-01,27.35475606140517,24.3212394159342,0.0,0.0,EUR
2024-06-01,28.036960851133358,25.139369455298834,0.23690579450130464,0.0,EUR
2024-07-01,26.756477402685164,23.99122314602664,0.0,0.0,EUR
2024-08-01,25.35719886891843,22.736557938582905,0.0,0.0,EUR
2024-09-01,25.183944066440972,22.781635349312864,0.22471276748180388,0.0,EUR
2024-10-01,24.799299210602385,22.433682922445882,0.0,0.0,EUR
2024-11-01,25.716170391634932,23.263095725519975,0.0,0.0,EUR
2024-12-01,25.13897464870911,23.47318678932311,0.8081757569909096,0.0,EUR
2025-01-01,25.458581307541067,23.77161839233952,0.0,0.0,EUR
2025-02-01,24.877061956571197,23.22863060409395,0.0,0.0,EUR
2025-03-01,23.33720853255386,21.9446747267491,0.16537451660633087,0.0,EUR
2025-04-01,22.178785111403272,20.855374558841845,0.0,0.0,EUR
2025-05-01,22.218818950109494,20.893020579595827,0.0,0.0,EUR
2025-06-01,21.93997048206711,20.767979643775107,0.1458116991519928,0.0,EUR
2025-07-01,22.407213373743616,21.210262080659277,0.0,0.0,EUR
2025-08-01,22.205416068611157,21.01924638030232,0.0,0.0,EUR
2025-09-01,23.27931714847125,22.150141487804376,0.12018981260061262,0.0,EUR
2025-10-01,24.515085311341863,23.325967655370732,0.0,0.0,EUR
